Station_ID, Date_Time, air_temp in Fahrenheit,relative_humidity as a %, wind_speed as Miles/Hour, wind_direction as degrees,date,pm1,pm2_5,pm10,upTimeMin,rssi_dbm,temp,humidity,pm2_5atm
TS623,01/27/2020 20:34 UTC,16.67,66,4.02,333,2020-01-27 20:00:00 UTC,1.48,2.58,3.49,10206,-23.8,66.4,44,2.58
TS623,01/28/2020 02:34 UTC,12.78,91,1.34,4,2020-01-28 02:00:00 UTC,0.76,1.37,1.8,10566,-22.2,70,46.8,1.37
TS623,01/28/2020 08:34 UTC,7.22,100,0.9,2,2020-01-28 08:00:00 UTC,4.78,6.14,6.78,10926,-22.4,63.2,50,6.14
TS623,01/28/2020 14:34 UTC,7.78,100,1.79,264,2020-01-28 14:00:00 UTC,9.86,13.51,14.77,11286,-23.6,62.6,51,13.51
TS623,01/28/2020 20:34 UTC,15.56,73,1.79,285,2020-01-28 20:00:00 UTC,1.81,2.63,3.2,11646,-24,66.2,45,2.63
TS623,01/29/2020 02:34 UTC,12.78,86,2.23,334,2020-01-29 02:00:00 UTC,1.04,1.67,1.98,12006,-23.6,69,46,1.67
TS623,01/29/2020 08:34 UTC,6.67,100,1.34,280,2020-01-29 08:00:00 UTC,1.91,2.64,2.97,12366,-21.8,64,47.2,2.64
TS623,01/29/2020 14:34 UTC,10,100,4.47,325,2020-01-29 14:00:00 UTC,1.71,2.88,3.92,12726,-22.4,61,47,2.88
TS623,01/29/2020 20:34 UTC,15,68,4.92,354,2020-01-29 20:00:00 UTC,4.34,5.6,6.2,13086,-22,67,46,5.6
TS623,01/30/2020 02:34 UTC,10.56,91,2.23,112,2020-01-30 02:00:00 UTC,7.4,9.24,9.77,13446,-22.2,67.2,42,9.24
TS623,01/30/2020 08:34 UTC,7.22,100,3.13,87,2020-01-30 08:00:00 UTC,15.08,20.15,21.73,13806,-21.6,61,47,20.15
TS623,01/30/2020 14:34 UTC,6.11,100,1.79,108,2020-01-30 14:00:00 UTC,19.57,29.82,33.33,14166,-22.8,58,47,29.74
TS623,01/30/2020 20:34 UTC,14.44,83,2.23,189,2020-01-30 20:00:00 UTC,23.67,35.31,38.3,14526,-22.6,65,50.6,33.25
TS623,01/31/2020 02:34 UTC,10.56,98,1.34,310,2020-01-31 02:00:00 UTC,14.99,20.5,21.9,14886,-23.2,68,47,20.5
TS623,01/31/2020 08:34 UTC,8.89,100,1.34,133,2020-01-31 08:00:00 UTC,14.99,21.85,23.85,15246,-23.4,62,51,21.85
TS623,01/31/2020 14:34 UTC,5,100,0.9,185,2020-01-31 14:00:00 UTC,20.43,27.96,29.96,15606,-23.2,59,49,27.96
TS623,01/31/2020 20:34 UTC,16.67,78,2.23,89,2020-01-31 20:00:00 UTC,35.87,54.14,59.07,15966,-23,66,52.6,43.25
TS623,02/01/2020 02:34 UTC,13.33,80,0.45,20,2020-02-01 02:00:00 UTC,18.68,24.94,27.21,16326,-24,71,43,24.94
TS623,02/01/2020 08:34 UTC,5.56,100,0.9,21,2020-02-01 08:00:00 UTC,25.61,37.47,40.91,16686,-22.8,63,47,34.53
TS623,02/01/2020 14:34 UTC,5,100,1.79,135,2020-02-01 14:00:00 UTC,18.29,22.93,24.19,17046,-21.6,59,46,22.93
TS623,02/01/2020 20:34 UTC,16.11,93,1.79,289,2020-02-01 20:00:00 UTC,32.53,49.01,52.58,17406,-24.2,66,52,41
TS623,02/02/2020 02:34 UTC,12.78,95,1.79,304,2020-02-02 02:00:00 UTC,29.25,41.28,43.68,17766,-24,70.6,47.2,36.5
TS623,02/02/2020 08:34 UTC,5.56,100,0.45,195,2020-02-02 08:00:00 UTC,26.98,38.66,41.71,18126,-23.6,63,50,35.2
TS623,02/02/2020 14:34 UTC,6.11,100,0.9,343,2020-02-02 14:00:00 UTC,21.24,29.26,31.29,18486,-24.6,60.8,48,29.23
TS623,02/02/2020 20:34 UTC,16.11,75,4.92,310,2020-02-02 20:00:00 UTC,1.31,2.31,3.02,18846,-22,68,46.6,2.31
TS623,02/03/2020 02:34 UTC,8.89,45,3.13,327,2020-02-03 02:00:00 UTC,0,0.07,0.22,19206,-23,64,25,0.07
TS623,02/03/2020 08:34 UTC,3.33,75,4.02,310,2020-02-03 08:00:00 UTC,0.01,0.26,0.64,19566,-22.8,58,36,0.26
TS623,02/03/2020 14:34 UTC,3.33,68,6.26,324,2020-02-03 14:00:00 UTC,0,0,0.03,19926,-22,54,33,0
TS623,02/03/2020 20:34 UTC,11.11,36,8.94,315,2020-02-03 20:00:00 UTC,0.38,0.85,1.67,20286,-23.2,58.6,23.2,0.85
TS623,02/04/2020 02:34 UTC,6.11,52,4.47,303,2020-02-04 02:00:00 UTC,0.02,0.09,0.28,208,-23.8,62,19,0.09
TS623,02/04/2020 08:34 UTC,1.67,66,3.58,324,2020-02-04 08:00:00 UTC,0.13,0.28,0.5,568,-24.6,56,26,0.28
TS623,02/04/2020 14:34 UTC,-0.56,79,2.23,345,2020-02-04 14:00:00 UTC,0.06,0.43,0.6,928,-23.8,55,28,0.43
TS623,02/04/2020 20:34 UTC,9.44,45,2.68,340,2020-02-04 20:00:00 UTC,0.65,0.97,1.22,1288,-23.6,55.8,28,0.97
TS623,02/05/2020 02:34 UTC,5.56,62,0.9,321,2020-02-05 02:00:00 UTC,2.22,2.7,3.03,1648,-24.2,62,23,2.7
TS623,02/05/2020 08:34 UTC,2.78,87,2.23,123,2020-02-05 08:00:00 UTC,0.88,1.3,1.66,2008,-24.8,56.4,30,1.3
TS623,02/05/2020 14:34 UTC,0.56,91,2.23,97,2020-02-05 14:00:00 UTC,3.29,4.01,4.27,2368,-23.8,54,31,4.01
TS623,02/05/2020 20:34 UTC,12.22,40,0.9,10,2020-02-05 20:00:00 UTC,3.89,4.71,5.05,2728,-25,60.6,25,4.71
TS623,02/06/2020 02:34 UTC,8.89,59,0.45,70,2020-02-06 02:00:00 UTC,7.82,9.55,10.19,3088,-24.2,67,26,9.55
TS623,02/06/2020 08:34 UTC,5,79,1.79,116,2020-02-06 08:00:00 UTC,17.33,21.47,22.5,3448,-23.8,61,30,21.47
TS623,02/06/2020 14:34 UTC,2.22,91,1.34,139,2020-02-06 14:00:00 UTC,30.99,43.34,47.1,3808,-25,57,33,39.15
TS623,02/06/2020 20:34 UTC,15.56,36,1.34,99,2020-02-06 20:00:00 UTC,18.72,26.02,28.32,4168,-24.4,65,27.6,25.97
TS623,02/07/2020 02:34 UTC,11.11,62,0,0,2020-02-07 02:00:00 UTC,12.62,16.89,18.24,4528,-24.8,69,30.2,16.89
TS623,02/07/2020 08:34 UTC,5.56,86,1.79,88,2020-02-07 08:00:00 UTC,21.66,30.71,33.57,4888,-23.6,63,34,30.27
TS623,02/07/2020 14:34 UTC,1.67,100,0.9,74,2020-02-07 14:00:00 UTC,28.06,40.11,43.76,5248,-23.8,59,34,36.98
TS623,02/07/2020 20:34 UTC,16.67,44,0.9,298,2020-02-07 20:00:00 UTC,32.73,49.83,55.53,5608,-23.8,67,32,41.11
TS623,02/08/2020 02:34 UTC,11.67,67,1.79,259,2020-02-08 02:00:00 UTC,18.93,28.11,31.18,5968,-23.8,70,30,27.9
TS623,02/08/2020 08:34 UTC,5.56,100,1.79,89,2020-02-08 08:00:00 UTC,27.67,39.76,44.31,6328,-23.6,61,38,36.25
TS623,02/08/2020 14:34 UTC,3.89,100,1.79,112,2020-02-08 14:00:00 UTC,32.58,48.99,55.86,6688,-23,57,38,42.4
TS623,02/08/2020 20:34 UTC,17.78,53,1.34,294,2020-02-08 20:00:00 UTC,27.35,42.8,48.36,7048,-26.4,69.2,35,37.38
TS623,02/09/2020 02:34 UTC,11.11,78,4.47,316,2020-02-09 02:00:00 UTC,26.15,35.85,38.13,7408,-22.2,68,39,33.32
TS623,02/09/2020 08:34 UTC,8.33,64,5.37,316,2020-02-09 08:00:00 UTC,3.77,4.79,5.15,7768,-23.2,61,38,4.79
TS623,02/09/2020 14:34 UTC,5.56,61,4.47,325,2020-02-09 14:00:00 UTC,0,0.04,0.19,8128,-22.2,57,30,0.04
TS623,02/09/2020 20:34 UTC,16.67,32,2.68,86,2020-02-09 20:00:00 UTC,0,0.03,0.27,8488,-23.4,67,18.8,0.03
TS623,02/10/2020 02:34 UTC,13.33,29,3.58,21,2020-02-10 02:00:00 UTC,0.66,0.97,1.03,8848,-23.2,69,20,0.97
TS623,02/10/2020 08:34 UTC,5,61,3.13,333,2020-02-10 08:00:00 UTC,0.2,0.55,0.71,9208,-22.6,59,30,0.55
TS623,02/10/2020 14:34 UTC,3.89,66,2.23,334,2020-02-10 14:00:00 UTC,0,0,0.02,9568,-22,57,29,0
TS623,02/10/2020 20:34 UTC,15.56,33,3.58,350,2020-02-10 20:00:00 UTC,0.04,0.28,0.47,9928,-21.8,65.4,22.4,0.28
TS623,02/11/2020 02:34 UTC,12.78,57,3.13,117,2020-02-11 02:00:00 UTC,4.64,5.53,6.27,10288,-22.4,72,22,5.53
TS623,02/11/2020 08:34 UTC,5,78,1.34,57,2020-02-11 08:00:00 UTC,11.18,13.96,15.05,10648,-22.4,62,30,13.96
TS623,02/11/2020 14:34 UTC,3.33,100,0.9,139,2020-02-11 14:00:00 UTC,17.69,22.46,23.79,11008,-23,58,32,22.46
TS623,02/11/2020 20:34 UTC,16.11,49,1.79,95,2020-02-11 20:00:00 UTC,16.21,21.9,24.02,11368,-23.6,66,29,21.9
TS623,02/12/2020 02:34 UTC,12.22,63,0.45,222,2020-02-12 02:00:00 UTC,11.26,14.96,16.32,11728,-22.6,69.8,26.2,14.96
TS623,02/12/2020 08:34 UTC,5.56,100,1.79,89,2020-02-12 08:00:00 UTC,11.46,15.46,16.81,12088,-22,62,35,15.46
TS623,02/12/2020 14:34 UTC,3.33,100,1.34,135,2020-02-12 14:00:00 UTC,17.33,24.13,25.98,12448,-22,59,35,24.13
TS623,02/12/2020 20:34 UTC,17.78,42,1.34,84,2020-02-12 20:00:00 UTC,21.86,31.64,35.22,12808,-22.6,68,31.4,30.69
TS623,02/13/2020 02:34 UTC,13.33,59,0.9,40,2020-02-13 02:00:00 UTC,13.22,19.8,22.99,13168,-22.8,71,28,19.8
TS623,02/13/2020 08:34 UTC,7.22,94,2.23,82,2020-02-13 08:00:00 UTC,13.7,19.07,21.06,13528,-22,64,34,19.07
TS623,02/13/2020 14:34 UTC,4.44,100,1.34,91,2020-02-13 14:00:00 UTC,8.13,10.84,11.93,13888,-22.8,61,39,10.84
TS623,02/13/2020 20:34 UTC,18.89,46,0.9,269,2020-02-13 20:00:00 UTC,10.41,15.32,17.44,14248,-23,70,31,15.32
TS623,02/14/2020 02:34 UTC,13.33,71,2.68,324,2020-02-14 02:00:00 UTC,7.23,9.33,10.59,14608,-23,74,28,9.33
TS623,02/14/2020 08:34 UTC,7.22,100,3.58,310,2020-02-14 08:00:00 UTC,6.08,8.28,9.38,14968,-22.6,64,42,8.28
TS623,02/14/2020 14:34 UTC,3.33,100,1.79,289,2020-02-14 14:00:00 UTC,8.23,11.04,12.27,15328,-22,61,40,11.04
TS623,02/14/2020 20:34 UTC,15.56,68,2.68,273,2020-02-14 20:00:00 UTC,11.14,14.33,15.51,224,-24.2,65.4,45,14.33
TS623,02/15/2020 02:34 UTC,11.67,86,2.68,311,2020-02-15 02:00:00 UTC,11.83,15.65,16.77,584,-23.8,70,38,15.65
